Highest Layer,Transport Layer,Dest IP,Source IP,Dest Port,Source Port,Packet Length,Packets/Time,Target
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::9d88:b591:7d7f:b1a9,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10269,22,40,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.39,225.3.3.3,22703,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,22703,53,61,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,183.39.50.99,192.168.3.50,53011,6363,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,183.39.50.99,192.168.3.50,53011,6363,40,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
tcp,tcp,183.39.50.99,192.168.3.50,53011,6363,479,1,0
tcp,tcp,192.168.3.51,192.168.3.50,6363,40064,508,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,183.39.50.99,192.168.3.50,53011,6363,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.39,225.3.3.3,36719,53,72,1,0
udp,udp,192.168.3.39,225.3.3.3,36719,53,72,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::9d88:b591:7d7f:b1a9,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,28004,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,28004,53,61,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,84,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10262,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10263,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,23591,53,72,1,0
udp,udp,192.168.3.39,225.3.3.3,23591,53,72,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10266,22,76,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,10160,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,10160,53,61,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10269,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,60,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,76,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,76,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10143,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.39,225.3.3.3,51538,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,51538,53,61,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,60,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,76,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
vrrp,vrrp,192.168.3.253,224.0.0.18,0,0,40,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
